"Time","Self side","Rank1","Rank2","Opponent","Rank1","Rank2","Type","Size","Handicap","Result1","Result2","Result3"
2015/10/10 22:4,B,5k,-4,echopolice,5k,-4,Ranked,19,0,B,1,Res.
2015/10/11 4:51,B,5k,-4,susogino,4k,-3,Ranked,19,0,B,1,18.5
2015/10/11 19:26,B,5k,-4,buffis,4k,-3,Ranked,19,0,B,1,44.5
2015/10/11 20:51,B,5k,-4,personne,1d,1,Ranked,19,5,W,0,Res.
2015/10/12 3:26,W,5k,-4,uniganasa,6k,-5,Ranked,19,0,W,1,Res.
2015/10/12 19:45,B,5k,-4,bdnelson22,3k,-2,Ranked,19,2,W,0,Res.
2015/10/12 20:3,W,5k,-4,readytime,8k,-7,Ranked,19,3,W,1,Res.
2015/10/13 4:46,B,5k,-4,aibo,4k,-3,Ranked,19,0,W,0,Res.
2015/10/13 5:17,W,5k,-4,thuanli,10k,-9,Ranked,19,5,W,1,40.5
2015/10/13 5:43,B,5k,-4,terminat0r,-,-99,Free,19,0,W,0,24.5
2015/10/13 22:34,W,5k,-4,uniganasa,6k,-5,Ranked,19,0,B,0,Res.
2015/10/13 22:49,B,5k,-4,quoroboros,5k,-4,Ranked,19,0,B,1,Res.
2015/10/13 23:20,W,5k,-4,takama,9k,-8,Ranked,19,4,W,1,43.5
2015/10/14 4:21,W,5k,-4,bill321,8k,-7,Ranked,19,3,B,0,Res.
2015/10/14 4:35,B,5k,-4,PElcoco,4k,-3,Ranked,19,0,B,1,Res.
2015/10/14 21:8,B,5k,-4,karakacan1,5k,-4,Ranked,19,0,B,1,10.5
2015/10/14 21:41,W,5k,-4,ppy,9k,-8,Ranked,19,4,W,1,Res.
2015/10/14 23:42,B,5k,-4,kaneko,5k,-4,Ranked,19,0,B,1,Res.
2015/10/15 0:17,W,5k,-4,safghjrtyu,6k,-5,Ranked,19,0,W,1,Res.
2015/10/15 4:53,W,5k,-4,derekvic,6k,-5,Ranked,19,0,B,0,Res.
2015/10/15 5:8,B,5k,-4,viridis,5k,-4,Ranked,19,0,B,1,Res.
2015/10/16 18:50,W,5k,-4,qwaq,6k,-5,Ranked,19,0,W,1,18.5
2015/10/16 19:12,W,5k,-4,yragan13,7k,-6,Ranked,19,2,B,0,Res.
2015/10/16 19:19,B,5k,-4,issi111111,2k,-1,Ranked,19,3,W,0,Res.
2015/10/16 19:34,W,5k,-4,superko,6k,-5,Ranked,19,0,B,0,Res.
2015/10/16 20:6,W,5k,-4,kaii,5k,-4,Ranked,19,0,W,1,Res.
2015/10/16 20:18,W,5k,-4,Haliax,7k?,-6,Ranked,19,2,B,0,Res.
2015/10/16 20:42,B,5k,-4,piyo1133,5k,-4,Ranked,19,0,W,0,Res.
2015/10/17 9:8,B,5k,-4,mmm,3k,-2,Ranked,19,2,W,0,Res.
2015/10/20 2:50,B,5k,-4,hirano62,3k,-2,Ranked,19,2,B,1,Res.
2015/10/20 5:12,W,5k,-4,imayo0022,6k,-5,Ranked,19,0,W,1,19.5
2015/10/20 21:29,B,5k,-4,southpole,5k,-4,Ranked,19,0,B,1,Res.
2015/10/21 3:54,W,5k,-4,tomat2,7k,-6,Ranked,19,2,W,1,Res.
2015/10/21 3:56,W,5k,-4,nuwanda7,5k,-4,Ranked,19,0,B,0,Res.
2015/10/21 4:17,B,5k,-4,TANITOV,3k,-2,Ranked,19,2,W,0,Res.
2015/10/21 20:11,W,5k,-4,dot,5k,-4,Ranked,19,0,W,1,24.5
2015/10/21 21:26,W,5k,-4,Scribble,7k,-6,Ranked,19,2,W,1,Res.
2015/10/22 0:28,W,5k,-4,ehanson,9k,-8,Ranked,19,4,W,1,15.5
2015/10/22 1:33,W,5k,-4,nakade,7k,-6,Ranked,19,2,W,1,Res.
2015/10/22 2:33,W,5k,-4,meari,6k,-5,Ranked,19,0,W,1,Res.
2015/10/23 1:16,W,5k,-4,tomat2,7k,-6,Ranked,19,2,W,1,Res.
2015/10/23 18:11,W,5k,-4,Practice,6k,-5,Ranked,19,0,W,1,Res.
2015/10/24 2:5,W,5k,-4,motto3,5k,-4,Ranked,19,0,W,1,36.5
2015/10/24 23:32,B,5k,-4,shui48,4k,-3,Ranked,19,0,B,1,Res.
2015/10/24 23:59,W,5k,-4,readytime,7k,-6,Ranked,19,2,W,1,Res.
2015/10/26 0:45,W,5k,-4,kappa,8k,-7,Ranked,19,3,W,1,Forf.
2015/10/26 1:54,W,5k,-4,donald973,5k,-4,Ranked,19,0,B,0,Res.
2015/10/26 2:9,W,5k,-4,zyari,8k,-7,Ranked,19,3,W,1,Res.
2015/10/26 2:10,W,5k,-4,zyari,8k,-7,Ranked,19,3,W,1,Res.
2015/10/26 2:12,B,5k,-4,v50nx,4k,-3,Ranked,19,0,W,0,Res.
2015/10/26 2:33,B,5k,-4,v50nx,4k,-3,Ranked,19,0,W,0,Res.
2015/10/27 0:0,W,5k,-4,tmattu1941,9k,-8,Ranked,19,4,W,1,Res.
2015/10/28 3:31,B,5k,-4,Changum,4k,-3,Ranked,19,0,B,1,24.5
2015/10/29 5:20,W,5k,-4,thuanli,10k,-9,Ranked,19,5,W,1,49.5
2015/10/30 4:17,W,5k,-4,kpfleger,6k,-5,Ranked,19,0,W,1,Res.
2015/10/30 23:34,W,5k,-4,kihuft,9k,-8,Ranked,19,4,B,0,24.5
2015/10/31 0:2,B,5k,-4,unibis,3k,-2,Ranked,19,2,W,0,Res.
2015/10/31 3:40,W,5k,-4,derekvic,6k,-5,Ranked,19,0,W,1,55.5
2015/10/31 5:57,B,5k,-4,yoshi1,3k,-2,Ranked,19,2,B,1,6.5
2015/11/3 1:4,W,5k,-4,Kasuya,7k,-6,Ranked,19,2,B,0,Res.
2015/11/3 1:24,W,5k,-4,dhalperin,7k,-6,Ranked,19,2,B,0,Res.
2015/11/4 2:47,W,5k,-4,loran67,7k,-6,Ranked,19,2,B,0,Res.
2015/11/4 3:4,W,5k,-4,portinari,8k,-7,Ranked,19,3,W,1,Res.
2015/11/4 3:26,W,5k,-4,spirytus,5k,-4,Ranked,19,0,B,0,Res.
2015/11/5 3:40,W,5k,-4,imayo0022,6k,-5,Ranked,19,0,W,1,36.5
2015/11/6 5:12,B,5k,-4,brembrem,3k,-2,Ranked,19,2,W,0,Res.
2015/11/7 0:35,W,5k,-4,Titleist37,9k,-8,Ranked,19,4,B,0,13.5
2015/11/7 1:0,B,5k,-4,spgreen,4k,-3,Ranked,19,0,B,1,12.5
2015/11/7 20:14,B,5k,-4,woopaa,5k,-4,Ranked,19,0,B,1,Res.
2015/11/8 9:6,B,5k,-4,PElcoco,4k,-3,Ranked,19,0,B,1,Res.
2015/11/8 20:13,B,5k,-4,kakegawa2,2k?,-1,Ranked,19,3,W,0,21.5
2015/11/8 21:3,W,5k,-4,mefrini,7k,-6,Ranked,19,2,B,0,Res.
2015/11/10 3:29,W,5k,-4,tomat2,7k,-6,Ranked,19,2,W,1,Res.
2015/11/12 6:10,B,5k,-4,sunblind,3k,-2,Ranked,19,2,B,1,6.5
2015/11/17 6:24,W,5k,-4,BCYK,6k,-5,Ranked,19,0,B,0,Res.
2015/11/17 6:31,B,5k,-4,yunasan,2k,-1,Ranked,19,3,W,0,Res.
2015/11/19 1:20,B,5k,-4,sergus300,4k,-3,Ranked,19,0,B,1,Res.
2015/11/21 4:41,B,5k,-4,yoshi1,3k,-2,Ranked,19,2,W,0,Res.
2015/11/21 4:48,B,5k,-4,vgo,4k,-3,Ranked,19,0,W,0,Res.
2015/11/21 5:7,W,5k,-4,hubert,5k,-4,Ranked,19,0,B,0,Res.
2015/11/22 2:19,W,5k,-4,Simba,5k,-4,Ranked,19,0,W,1,15.5
2015/11/23 3:36,B,5k,-4,minoke,3k,-2,Ranked,19,2,B,1,Res.
2015/11/24 3:21,W,5k,-4,tomat2,7k,-6,Ranked,19,2,W,1,Res.
2015/11/25 3:11,B,5k,-4,yazyas,4k,-3,Ranked,19,0,W,0,Res.
2015/11/25 3:50,B,5k,-4,kanaialan,4k,-3,Ranked,19,0,W,0,Res.
2015/11/26 3:16,W,5k,-4,donald973,5k,-4,Ranked,19,0,B,0,Res.
2015/11/26 3:39,W,5k,-4,imayo0022,6k,-5,Ranked,19,0,W,1,Res.
2015/11/27 3:43,W,5k,-4,birdbolter,7k,-6,Ranked,19,2,W,1,Res.
2015/11/27 3:51,W,5k,-4,hjm3,6k,-5,Ranked,19,0,W,1,6.5
2015/12/1 4:0,W,5k,-4,house45854,6k,-5,Ranked,19,0,B,0,Res.
2015/12/1 4:22,B,5k,-4,uzura,4k,-3,Ranked,19,0,W,0,Res.
2015/12/1 15:58,W,5k,-4,ruxy,8k,-7,Ranked,19,3,B,0,4.5
2015/12/1 16:23,W,5k,-4,sakuras,7k,-6,Ranked,19,2,B,0,Res.
2015/12/2 2:32,B,5k,-4,nabaho,3k,-2,Ranked,19,2,W,0,Res.
2015/12/2 4:26,B,5k,-4,sanlang801,4k,-3,Ranked,19,0,W,0,Res.
2015/12/2 17:51,B,5k,-4,meimei,2k,-1,Ranked,19,3,W,0,30.5
2015/12/2 18:15,W,5k,-4,mtrojnar,7k,-6,Ranked,19,2,W,1,31.5
2015/12/2 18:45,B,5k,-4,bluehot,2k,-1,Ranked,19,3,W,0,21.5
2015/12/3 3:26,W,5k,-4,uniganasa2,5k,-4,Ranked,19,0,W,1,Res.
2015/12/3 3:35,B,5k,-4,qazxcvbnm,4k,-3,Ranked,19,0,B,1,12.5
2015/12/4 1:30,W,5k,-4,ajmonta,5k,-4,Ranked,19,0,W,1,Res.
2015/12/4 5:35,B,5k,-4,takasei41,4k,-3,Ranked,19,0,W,0,Res.
2015/12/4 5:54,B,5k,-4,yowaigomen,3k,-2,Ranked,19,2,B,1,Res.
2015/12/14 3:38,W,5k,-4,uranaka,5k,-4,Ranked,19,0,B,0,Res.
2015/12/14 4:12,B,5k,-4,KimuraTetu,3k,-2,Ranked,19,2,W,0,Res.
2015/12/14 4:27,W,5k,-4,pos001,6k,-5,Ranked,19,0,W,1,Res.
2015/12/14 4:39,B,5k,-4,Changum,4k,-3,Ranked,19,0,B,1,Time
2015/12/14 5:28,B,5k,-4,motoken,3k,-2,Ranked,19,2,B,1,Res.
2015/12/14 14:40,W,5k,-4,anegroo,7k,-6,Ranked,19,2,W,1,Res.
2015/12/14 15:40,B,5k,-4,y57172,4k,-3,Ranked,19,0,B,1,Res.
2015/12/14 16:18,B,5k,-4,cro,3k,-2,Ranked,19,2,B,1,Res.
2015/12/14 16:41,W,5k,-4,ghislain,6k,-5,Ranked,19,0,B,0,10.5
2015/12/14 17:15,B,5k,-4,mencke1,3k,-2,Ranked,19,2,B,1,3.5
2015/12/14 17:56,W,5k,-4,CSteve,6k,-5,Ranked,19,0,W,1,Time
2015/12/14 22:45,W,5k,-4,Heliogabal,5k,-4,Ranked,19,0,W,1,Res.
2015/12/15 3:4,W,5k,-4,kuapupla,6k,-5,Ranked,19,0,W,1,Res.
2015/12/15 3:31,W,5k,-4,furen,6k,-5,Ranked,19,0,W,1,Time
2015/12/29 22:36,W,4k,-3,hamathi,7k,-6,Ranked,19,3,W,1,Res.
2015/12/29 22:43,B,4k,-3,ukigumo,3k,-2,Ranked,19,0,W,0,Res.
2015/12/29 23:12,W,4k,-3,Para,4k,-3,Ranked,19,0,B,0,Res.
2015/12/29 23:20,W,4k,-3,takaaletsu,6k,-5,Ranked,19,2,B,0,Res.
2015/12/29 23:44,W,4k,-3,reseto,7k,-6,Ranked,19,3,W,1,2.5
2015/12/30 0:7,W,4k,-3,TheFall,7k?,-6,Ranked,19,3,B,0,Res.
2015/12/30 0:16,W,4k,-3,laurent68,5k,-4,Ranked,19,0,W,1,19.5
2016/1/2 21:31,W,4k,-3,thomb,6k,-5,Ranked,19,2,W,1,Res.
2016/1/4 2:23,W,4k,-3,ken0925,6k,-5,Ranked,19,2,W,1,Res.
2016/1/4 2:45,B,4k,-3,gsy3k,2k,-1,Ranked,19,2,W,0,Res.
2016/1/4 3:1,W,4k,-3,NX200,5k,-4,Ranked,19,0,B,0,Res.
2016/1/4 3:23,B,4k,-3,kakegawa,3k,-2,Ranked,19,0,W,0,Res.
2016/1/4 5:33,W,4k,-3,kazpap,4k,-3,Ranked,19,0,W,1,24.5
2016/1/4 6:11,B,4k,-3,vash101010,3k,-2,Ranked,19,0,B,1,5.5
2016/1/5 19:21,W,4k,-3,bochenin,8k,-7,Ranked,19,4,W,1,Res.
2016/1/7 23:41,B,4k,-3,Miky,4k,-3,Ranked,19,0,B,1,Res.
2016/1/7 23:56,B,4k,-3,kozan,4k,-3,Ranked,19,0,W,0,Res.
2016/1/9 21:58,B,4k,-3,GoTour,3k,-2,Ranked,19,0,W,0,Res.
2016/1/9 22:6,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,W,0,Res.
2016/1/9 22:19,B,4k,-3,malakhim,1k,0,Ranked,19,3,W,0,Res.
2016/1/9 22:31,W,4k,-3,larske,4k,-3,Ranked,19,0,W,1,18.5
2016/1/9 23:2,W,4k,-3,Mager3,9k,-8,Ranked,19,5,W,1,48.5
2016/1/9 23:28,W,4k,-3,Automatika,5k,-4,Ranked,19,0,B,0,Res.
2016/1/9 23:45,B,4k,-3,ukigumo,3k,-2,Ranked,19,0,B,1,5.5
2016/1/15 20:47,W,4k,-3,Altsachsen,10k,-9,Ranked,19,6,B,0,1.5
2016/1/15 21:11,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,W,0,33.5
2016/1/19 19:21,W,4k,-3,neuneu,5k,-4,Ranked,19,0,W,1,22.5
2016/1/19 19:44,B,4k,-3,foureyes,1d,1,Ranked,19,4,B,1,Res.
2016/1/29 20:43,B,4k,-3,brick,2k,-1,Ranked,19,2,B,1,Res.
2016/1/29 21:7,B,4k,-3,jpdcus,3k,-2,Ranked,19,0,W,0,Res.
2016/1/29 21:28,W,4k,-3,tsuno,4k,-3,Ranked,19,0,W,1,Res.
2016/2/2 3:18,W,4k,-3,hubert,5k,-4,Ranked,19,0,B,0,Res.
2016/2/2 3:45,W,4k,-3,akms0825,4k,-3,Ranked,19,0,B,0,Res.
2016/2/3 4:7,W,4k,-3,omom,5k,-4,Ranked,19,0,W,1,Res.
2016/2/4 4:49,B,4k,-3,robagaro,3k,-2,Ranked,19,0,B,1,Res.
2016/2/5 5:22,B,4k,-3,tommatstu,3k,-2,Ranked,19,0,W,0,Res.
2016/2/5 5:58,W,4k,-3,Uwca,7k,-6,Ranked,19,3,W,1,9.5
2016/2/6 3:50,W,4k,-3,ruok,7k,-6,Ranked,19,3,W,1,Res.
2016/2/6 4:42,B,4k,-3,tcorc,4k,-3,Ranked,19,0,W,0,Res.
2016/2/6 5:20,B,4k,-3,HillsW,4k,-3,Ranked,19,0,W,0,Res.
2016/2/6 6:6,B,4k,-3,ojoi,2k,-1,Ranked,19,2,B,1,13.5
2016/2/7 4:11,W,4k,-3,jyaado,4k,-3,Ranked,19,0,W,1,Res.
2016/2/7 4:32,W,4k,-3,ai1040,6k,-5,Ranked,19,2,W,1,Res.
2016/2/7 4:55,W,4k,-3,pontan,5k,-4,Ranked,19,0,W,1,Res.
2016/2/7 5:9,W,4k,-3,kusuoueno,5k,-4,Ranked,19,0,W,1,2.5
2016/2/8 0:18,B,4k,-3,Kant,4k,-3,Ranked,19,0,W,0,Res.
2016/2/8 3:6,W,4k,-3,NX200,4k,-3,Ranked,19,0,B,0,Res.
2016/2/8 3:29,W,4k,-3,love2go,8k,-7,Ranked,19,4,W,1,10.5
2016/2/8 4:6,B,4k,-3,rakuza,3k,-2,Ranked,19,0,W,0,17.5
2016/2/9 4:2,W,4k,-3,darkjoe,5k,-4,Ranked,19,0,B,0,Res.
2016/2/9 4:14,B,4k,-3,K35,4k,-3,Ranked,19,0,W,0,Res.
2016/2/9 4:44,B,4k,-3,subaru,2k,-1,Ranked,19,2,B,1,10.5
2016/2/9 6:5,W,4k,-3,Padre,5k,-4,Ranked,19,0,W,1,Res.
2016/2/10 5:22,B,4k,-3,isikoro,1k,0,Ranked,19,3,W,0,Res.
2016/2/10 5:57,B,4k,-3,ytk007,2k,-1,Ranked,19,2,W,0,Res.
2016/2/10 16:50,B,4k,-3,s721601,1k,0,Ranked,19,3,W,0,Res.
2016/2/10 17:22,W,4k,-3,DavidLG,5k,-4,Ranked,19,0,W,1,Res.
2016/2/11 3:46,B,4k,-3,ami2,3k,-2,Ranked,19,0,B,1,Forf.
2016/2/11 3:48,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,W,0,3.5
2016/2/11 4:10,B,4k,-3,hkkmomo,1d,1,Ranked,19,4,W,0,Res.
2016/2/11 4:21,B,4k,-3,lupin3,3k,-2,Ranked,19,0,B,1,Res.
2016/2/13 4:41,B,4k,-3,ruiy,3k,-2,Ranked,19,0,B,1,Time
2016/2/13 4:46,B,4k,-3,wrap,3k,-2,Ranked,19,0,B,1,16.5
2016/2/14 1:27,B,4k,-3,jack5,3k,-2,Ranked,19,0,W,0,Res.
2016/2/14 1:45,B,4k,-3,rintaku3,4k,-3,Ranked,19,0,W,0,7.5
2016/2/14 2:7,B,4k,-3,Happy,3k?,-2,Ranked,19,0,W,0,Res.
2016/2/15 5:36,B,4k,-3,xD,1k,0,Ranked,19,3,B,1,Res.
2016/2/16 4:13,W,4k,-3,panxb,5k,-4,Ranked,19,0,W,1,24.5
2016/2/17 5:29,B,4k,-3,Rotfuchs,3k,-2,Ranked,19,0,B,1,Res.
2016/2/18 5:18,W,4k,-3,noreh,6k,-5,Ranked,19,2,W,1,Res.
2016/2/19 5:38,W,4k,-3,humble,8k,-7,Ranked,19,4,B,0,Res.
2016/2/19 5:56,W,4k,-3,nbhrs37,4k,-3,Ranked,19,0,W,1,Time
2016/2/19 9:3,W,4k,-3,MrBig,5k?,-4,Ranked,19,0,W,1,Res.
2016/2/19 9:12,B,4k,-3,nbhrs37,4k,-3,Ranked,19,0,B,1,Time
2016/2/20 5:1,B,4k,-3,sleepyhead,3k,-2,Ranked,19,0,B,1,Res.
2016/2/20 5:15,W,4k,-3,sichousei,6k,-5,Ranked,19,2,W,1,Res.
2016/2/20 5:32,W,4k,-3,cer,6k,-5,Ranked,19,2,W,1,Res.
2016/2/22 5:2,B,4k,-3,okazu5d,3k,-2,Ranked,19,0,W,0,Res.
2016/2/22 5:22,B,4k,-3,mahata62,3k,-2,Ranked,19,0,W,0,9.5
2016/2/22 6:10,B,4k,-3,hirano62,3k,-2,Ranked,19,0,W,0,2.5
2016/2/23 4:51,W,4k,-3,tadashi,4k,-3,Ranked,19,0,W,1,25.5
2016/2/24 5:36,B,4k,-3,buhaypa,3k,-2,Ranked,19,0,B,1,Res.
2016/2/24 17:43,W,4k,-3,rurumoppe,4k,-3,Ranked,19,0,W,1,Res.
2016/2/25 2:41,B,4k,-3,FlyingFrog,4k,-3,Ranked,19,0,B,1,Res.
2016/2/25 3:29,W,4k,-3,inmyung,6k,-5,Ranked,19,2,B,0,Res.
2016/2/25 4:33,W,4k,-3,MIKI,6k,-5,Ranked,19,2,W,1,Time
2016/2/26 5:34,B,4k,-3,ruiy,3k,-2,Ranked,19,0,W,0,Res.
2016/2/26 5:58,B,4k,-3,sleepyhead,3k,-2,Ranked,19,0,W,0,Res.
2016/2/26 6:17,W,4k,-3,humble,8k,-7,Ranked,19,4,B,0,Res.
2016/2/26 6:29,B,4k,-3,koklp,1k,0,Ranked,19,3,W,0,Res.
2016/2/27 4:44,W,4k,-3,MeiEn,6k,-5,Ranked,19,2,B,0,Res.
2016/2/27 4:54,W,4k,-3,MeiEn,5k,-4,Ranked,19,0,B,0,Res.
2016/2/27 5:4,W,4k,-3,KIKUJIRO,5k,-4,Ranked,19,0,B,0,Res.
2016/2/27 6:8,B,4k,-3,ChatNoir7,3k,-2,Free,19,0,B,1,Res.
2016/2/27 6:48,B,4k,-3,ChatNoir7,3k,-2,Free,19,0,W,0,Res.
2016/2/28 2:3,W,4k,-3,reseto,7k,-6,Ranked,19,3,W,1,52.5
2016/2/28 2:39,W,4k,-3,tomat2,7k,-6,Ranked,19,3,W,1,Res.
2016/2/29 1:8,W,4k,-3,trudodyr,7k,-6,Ranked,19,3,B,0,Res.
2016/2/29 1:38,B,4k,-3,ami2,3k,-2,Ranked,19,0,W,0,5.5
2016/2/29 2:2,B,4k,-3,sanguine,4k,-3,Ranked,19,0,W,0,11.5
2016/2/29 2:16,W,4k,-3,akms0825,4k,-3,Ranked,19,0,B,0,Res.
2016/3/3 4:47,W,4k,-3,cwsgt810,5k,-4,Ranked,19,0,W,1,21.5
2016/3/4 6:16,B,4k,-3,ruiy,3k,-2,Ranked,19,0,W,0,Res.
2016/3/4 6:26,W,4k,-3,TomSwirly,6k,-5,Ranked,19,2,W,1,51.5
2016/3/5 5:24,B,4k,-3,chunchun2,4k,-3,Ranked,19,0,B,1,8.5
2016/3/5 8:41,B,4k,-3,kikuq,3k,-2,Ranked,19,0,B,1,11.5
2016/3/5 22:25,W,4k,-3,DavidB,4k,-3,Ranked,19,0,B,0,Res.
2016/3/5 22:39,B,4k,-3,jotajota,3k,-2,Ranked,19,0,W,0,Res.
2016/3/7 4:13,W,4k,-3,Zoi,4k,-3,Ranked,19,0,W,1,Res.
2016/3/8 5:24,W,4k,-3,qazxcvbnm,4k,-3,Ranked,19,0,W,1,0.5
2016/3/8 21:46,W,4k,-3,reinhard55,5k,-4,Ranked,19,0,B,0,Res.
2016/3/9 3:51,W,4k,-3,mori68,6k,-5,Ranked,19,2,W,1,Time
2016/3/10 5:15,W,4k,-3,PappaGo,5k,-4,Ranked,19,0,W,1,113.5
2016/3/11 5:38,W,4k,-3,cwsgt810,5k,-4,Ranked,19,0,W,1,Res.
2016/3/12 5:4,W,4k,-3,potemaru,4k,-3,Ranked,19,0,W,1,Res.
2016/3/12 5:22,B,4k,-3,karashi55,4k,-3,Ranked,19,0,B,1,11.5
2016/3/14 1:54,B,4k,-3,XiJinping2,3k,-2,Ranked,19,0,W,0,Res.
2016/3/14 2:27,W,4k,-3,Petercash7,10k,-9,Ranked,19,6,W,1,28.5
2016/3/14 3:10,B,4k,-3,rakuza,3k,-2,Ranked,19,0,B,1,17.5
2016/3/15 5:1,B,4k,-3,gocrazy71,3k,-2,Ranked,19,0,B,1,4.5
2016/3/17 4:25,W,4k,-3,DavidLG,5k,-4,Ranked,19,0,W,1,20.5
2016/3/18 5:47,B,4k,-3,tsubame,4k,-3,Ranked,19,0,B,1,5.5
2016/3/19 3:46,B,4k,-3,Needham,4k,-3,Ranked,19,0,W,0,12.5
2016/3/19 4:16,W,4k,-3,sergigo,8k,-7,Ranked,19,4,B,0,Res.
2016/3/19 4:38,W,4k,-3,SasakiKoji,5k,-4,Ranked,19,0,W,1,Res.
2016/3/19 5:8,W,4k,-3,monolith,5k?,-4,Ranked,19,0,B,0,Res.
2016/3/19 6:4,B,4k,-3,emish,3k,-2,Ranked,19,0,W,0,Res.
2016/3/20 3:23,B,4k,-3,aibo,4k,-3,Ranked,19,0,B,1,Res.
2016/3/20 4:11,B,4k,-3,seb,5k?,-4,Free,19,5,W,0,Res.
2016/3/20 5:31,B,4k,-3,rintaku,4k,-3,Ranked,19,0,W,0,Res.
2016/3/21 1:26,W,4k,-3,yuun,5k,-4,Ranked,19,0,W,1,Res.
2016/3/23 3:25,W,4k,-3,Erikosatou,4k,-3,Ranked,19,0,B,0,Res.
2016/3/23 3:31,W,4k,-3,gokl,7k,-6,Ranked,19,3,W,1,Res.
2016/3/23 3:48,B,4k,-3,justhinkin,1k,0,Ranked,19,3,W,0,Res.
2016/3/23 4:14,W,4k,-3,posca,5k,-4,Ranked,19,0,W,1,Res.
2016/3/26 19:25,W,4k,-3,kobe1937,5k,-4,Ranked,19,0,W,1,Res.
2016/3/26 20:5,B,4k,-3,Polifilo,4k,-3,Ranked,19,0,W,0,14.5
2016/3/26 20:34,W,4k,-3,slacker,7k,-6,Ranked,19,3,B,0,Res.
2016/3/26 21:16,W,4k,-3,bobk,5k,-4,Ranked,19,0,B,0,Res.
2016/3/29 3:45,B,4k,-3,makityann,2k,-1,Ranked,19,2,B,1,Res.
2016/3/30 5:1,W,4k,-3,amano46,5k,-4,Ranked,19,0,W,1,Res.
2016/3/31 4:9,B,4k,-3,rintaku3,4k,-3,Ranked,19,0,B,1,30.5
2016/4/1 5:20,B,4k,-3,seagreen,3k,-2,Ranked,19,0,B,1,Forf.
2016/4/2 4:52,W,4k,-3,Lamp,8k?,-7,Ranked,19,4,W,1,Res.
2016/4/2 7:4,W,4k,-3,cwsgt810,5k,-4,Ranked,19,0,W,1,4.5
2016/4/3 1:43,W,4k,-3,rintaku,4k,-3,Ranked,19,0,W,1,Res.
2016/4/3 1:58,B,4k,-3,rakuza,3k,-2,Ranked,19,0,W,0,6.5
2016/4/3 2:33,B,4k,-3,rakuza,3k,-2,Ranked,19,0,W,0,Res.
2016/4/4 0:14,W,4k,-3,toshi413,5k,-4,Ranked,19,0,W,1,Res.
2016/4/5 3:20,B,4k,-3,k12321,4k,-3,Ranked,19,0,B,1,29.5
2016/4/5 4:29,W,4k,-3,argc111,7k,-6,Ranked,19,3,W,1,Res.
2016/4/6 4:20,B,4k,-3,MasaoSakai,3k,-2,Ranked,19,0,W,0,Res.
2016/4/6 4:31,B,4k,-3,comeback,2k,-1,Ranked,19,2,B,1,24.5
2016/4/6 4:59,B,4k,-3,K35,4k,-3,Ranked,19,0,B,1,26.5
2016/4/7 2:8,B,4k,-3,Tollin,3k,-2,Ranked,19,0,B,1,Res.
2016/4/7 2:50,B,4k,-3,rebecca17a,3k,-2,Ranked,19,0,B,1,Res.
2016/4/8 4:19,B,3k,-2,mro,3k,-2,Ranked,19,0,W,0,Res.
2016/4/8 4:49,W,4k,-3,msyk,4k,-3,Ranked,19,0,B,0,Res.
2016/4/9 3:19,W,4k,-3,tohu,5k,-4,Ranked,19,0,B,0,Res.
2016/4/9 3:45,B,4k,-3,ubukuroya,2k,-1,Ranked,19,2,W,0,Res.
2016/4/11 2:28,B,4k,-3,gluiwiya,4k,-3,Ranked,19,0,W,0,Res.
2016/4/11 2:49,W,4k,-3,kelvbs,5k,-4,Ranked,19,0,B,0,Res.
2016/4/12 4:6,W,4k,-3,KappaGo,5k,-4,Ranked,19,0,B,0,Res.
2016/4/12 4:16,W,4k,-3,KappaGo,5k,-4,Ranked,19,0,W,1,Res.
2016/4/15 4:47,W,4k,-3,NowhereGrl,5k,-4,Ranked,19,0,W,1,15.5
2016/4/15 18:10,B,4k,-3,ganesha2,2k,-1,Ranked,19,2,W,0,Res.
2016/4/15 18:46,B,4k,-3,Velliana,4k,-3,Ranked,19,0,B,1,Res.
2016/4/15 18:47,B,4k,-3,lb203,4k,-3,Ranked,19,0,W,0,4.5
2016/4/16 4:7,W,4k,-3,Shanqi,6k,-5,Ranked,19,2,W,1,Res.
2016/4/16 4:45,B,4k,-3,moondoggy,3k,-2,Ranked,19,0,B,1,0.5
2016/4/17 3:12,B,4k,-3,rhumjungle,4k,-3,Ranked,19,0,B,1,Res.
2016/4/18 1:31,B,4k,-3,oooOOOooo,4k,-3,Ranked,19,0,W,0,Res.
2016/4/18 2:2,W,4k,-3,flunt,5k,-4,Ranked,19,0,W,1,Res.
2016/4/18 2:10,W,4k,-3,siraisi6,4k,-3,Ranked,19,0,B,0,Res.
2016/4/19 3:58,B,4k,-3,jyaado,4k,-3,Ranked,19,0,B,1,Forf.
2016/4/19 4:1,B,4k,-3,Nephilim,3k,-2,Ranked,19,0,W,0,Res.
2016/4/19 4:20,B,4k,-3,wrap,3k,-2,Ranked,19,0,B,1,Res.
2016/5/31 21:18,W,4k,-3,PedroGda,5k,-4,Ranked,19,0,B,0,Res.
2016/5/31 21:42,W,4k,-3,orthrus,4k,-3,Ranked,19,0,B,0,Res.
